name,mecanisme,modele,normalite,centroid,mfcc_mean,chroma_mean,tempo,zcr
00000025.wav,fan,id_00,abnormal,856.7388533306391,-7.6814256,0.5188059,110.29411764705883,0.02860423322683706
00000026.wav,fan,id_00,abnormal,1040.930872300153,-7.9889073,0.41519246,125.0,0.03800013728035144
00000027.wav,fan,id_00,abnormal,845.5866936138771,-7.7383504,0.5037506,117.1875,0.026741588458466452
00000028.wav,fan,id_00,abnormal,1399.5816823587302,-7.5841484,0.4118175,98.6842105263158,0.04883436501597444
00000029.wav,fan,id_00,abnormal,1227.8137269034669,-7.167312,0.38967028,110.29411764705883,0.04081282448083067
00000030.wav,fan,id_00,abnormal,935.1284738274926,-7.850182,0.48839617,125.0,0.03171488119009585
00000031.wav,fan,id_00,abnormal,804.8701712271339,-8.14874,0.46126753,98.6842105263158,0.027477910343450478
00000032.wav,fan,id_00,abnormal,828.6847115352267,-7.9996395,0.49833193,156.25,0.029891236521565494
00000033.wav,fan,id_00,abnormal,1517.1081743697534,-7.3201466,0.48589787,156.25,0.05298085563099041
00000034.wav,fan,id_00,abnormal,771.7064043463853,-8.123645,0.53704745,98.6842105263158,0.023345459764376998
00000035.wav,fan,id_00,abnormal,1092.6402264989933,-8.137873,0.36773917,125.0,0.039089020067891375
00000036.wav,fan,id_00,abnormal,1197.7789316047533,-7.5342913,0.50247556,104.16666666666667,0.03454316843051118
00000037.wav,fan,id_00,abnormal,906.9752472257387,-8.049761,0.520403,156.25,0.032307682707667734
00000038.wav,fan,id_00,abnormal,926.0524722253717,-7.70133,0.47887182,89.28571428571429,0.029752396166134187
00000039.wav,fan,id_00,abnormal,881.4364069159825,-7.874116,0.49940842,133.92857142857142,0.02867755341453674
00000040.wav,fan,id_00,abnormal,2091.431183930191,-7.156497,0.47966057,144.23076923076923,0.0784136007388179
00000041.wav,fan,id_00,abnormal,915.1241699095,-8.117288,0.52457714,110.29411764705883,0.02760739067492013
00000042.wav,fan,id_00,abnormal,947.6059009903959,-7.6999264,0.49789965,93.75,0.031874001597444086
00000043.wav,fan,id_00,abnormal,807.8625123412611,-8.239322,0.47394255,104.16666666666667,0.030237557408146966
00000044.wav,fan,id_00,abnormal,934.5103915909103,-7.9476576,0.46894556,89.28571428571429,0.031819401457667734
00000045.wav,fan,id_00,abnormal,636.284354250751,-8.322693,0.4701748,144.23076923076923,0.019827650758785943
00000046.wav,fan,id_00,abnormal,755.8249180331964,-8.073736,0.52222157,117.1875,0.024885183706070287
00000047.wav,fan,id_00,abnormal,669.248987256276,-8.480696,0.5498106,104.16666666666667,0.02216765674920128
00000048.wav,fan,id_00,abnormal,672.9337584678394,-8.383555,0.5689749,125.0,0.022752658246805113
00000049.wav,fan,id_00,abnormal,951.9345688213481,-7.912287,0.52198154,170.45454545454547,0.031657161042332266
00000050.wav,fan,id_00,abnormal,843.9786628362095,-7.739377,0.5231493,104.16666666666667,0.02614254692492013
00000051.wav,fan,id_00,abnormal,1049.2641335784467,-7.8008013,0.4041207,133.92857142857142,0.03721857527955272
00000052.wav,fan,id_00,abnormal,1244.3585299274714,-7.6370993,0.44460547,125.0,0.04645223891773163
00000053.wav,fan,id_00,abnormal,867.1053782493693,-7.7192426,0.5014739,144.23076923076923,0.027092589357028754
00000054.wav,fan,id_00,abnormal,871.3229684240546,-8.053956,0.48876652,104.16666666666667,0.030201677316293928
00000055.wav,fan,id_00,abnormal,873.1314142778822,-8.073743,0.47959515,98.6842105263158,0.030175157248402557
00000056.wav,fan,id_00,abnormal,1596.835171152968,-7.049602,0.4694178,110.29411764705883,0.06314584165335463
00000057.wav,fan,id_00,abnormal,1034.6700658581824,-8.003916,0.4197708,170.45454545454547,0.03798453724041533
00000058.wav,fan,id_00,abnormal,943.532004688326,-7.84629,0.4908563,110.29411764705883,0.03166028105031949
00000059.wav,fan,id_00,abnormal,1266.055935637781,-7.4742975,0.42291734,104.16666666666667,0.04274410942492013
00000060.wav,fan,id_00,abnormal,951.1054985365665,-7.687927,0.53443754,117.1875,0.03411416733226837
00000061.wav,fan,id_00,abnormal,1988.4378130546245,-6.719741,0.51479506,81.52173913043478,0.07520311251996806
00000062.wav,fan,id_00,abnormal,830.1638860076658,-8.01629,0.52305496,125.0,0.02871967352236422
00000063.wav,fan,id_00,abnormal,810.8808401198276,-8.244768,0.44843033,98.6842105263158,0.027579310603035145
00000064.wav,fan,id_00,abnormal,633.0789651568278,-8.185883,0.48348472,104.16666666666667,0.02112713408546326
00000065.wav,fan,id_00,abnormal,1063.4342831966844,-7.8269057,0.42325425,133.92857142857142,0.03781293680111821
00000066.wav,fan,id_00,abnormal,1036.8255615936762,-7.935697,0.4277302,104.16666666666667,0.037904977036741214
00000067.wav,fan,id_00,abnormal,1040.2422099197902,-7.4760084,0.51505077,170.45454545454547,0.036872254392971246
00000068.wav,fan,id_00,abnormal,1062.4829450346833,-7.6956406,0.34555477,93.75,0.03862101886980831
00000069.wav,fan,id_00,abnormal,764.792652689519,-8.163087,0.5096187,144.23076923076923,0.026354707468051117
00000070.wav,fan,id_00,abnormal,1170.2145136717675,-7.7245975,0.54361546,98.6842105263158,0.04569095696884984
00000071.wav,fan,id_00,abnormal,824.2604160870166,-8.279906,0.47634104,144.23076923076923,0.029732116114217253
00000072.wav,fan,id_00,abnormal,706.7750116086135,-8.442389,0.51097214,93.75,0.02385558107028754
00000073.wav,fan,id_00,abnormal,1044.1994265380154,-7.8703237,0.42614216,133.92857142857142,0.03900633985623003
00000074.wav,fan,id_00,abnormal,579.9694909144877,-8.259981,0.50400037,89.28571428571429,0.019139688997603835
00000075.wav,fan,id_00,abnormal,798.6928006544457,-7.9927034,0.5193163,117.1875,0.029190794728434506
00000076.wav,fan,id_00,abnormal,953.0938963402716,-7.8205748,0.51304317,89.28571428571429,0.03442772813498403
00000077.wav,fan,id_00,abnormal,1065.5992299385994,-7.841314,0.35529697,133.92857142857142,0.038120257587859425
00000078.wav,fan,id_00,abnormal,635.7709609168476,-8.510032,0.5153649,110.29411764705883,0.022194176817092653
00000079.wav,fan,id_00,abnormal,1080.1153036886246,-8.215098,0.37824515,156.25,0.04082842452076677
00000080.wav,fan,id_00,abnormal,935.2151681135439,-7.9968376,0.520001,89.28571428571429,0.03131864017571885
00000081.wav,fan,id_00,abnormal,1035.9900747876152,-7.8613997,0.38702002,110.29411764705883,0.038956419728434506
00000082.wav,fan,id_00,abnormal,1547.6737587067835,-7.212397,0.51806885,125.0,0.060242674221246004
00000083.wav,fan,id_00,abnormal,814.5648654005204,-7.92194,0.52131927,125.0,0.029275034944089458
00000084.wav,fan,id_00,abnormal,924.1656082260096,-7.7508802,0.5466927,117.1875,0.03380060652955272
00000085.wav,fan,id_00,abnormal,1132.1661218222607,-7.566295,0.35311067,144.23076923076923,0.03986122204472844
00000086.wav,fan,id_00,abnormal,879.6262188963507,-8.067764,0.48370922,133.92857142857142,0.029454435403354632
00000087.wav,fan,id_00,abnormal,789.4953481271558,-8.116205,0.51827073,144.23076923076923,0.027858551317891375
00000088.wav,fan,id_00,abnormal,1690.8870510497457,-7.3938785,0.5107627,133.92857142857142,0.06978989866214058
00000089.wav,fan,id_00,abnormal,1061.889967965371,-8.04926,0.43210158,117.1875,0.03917950029952077
00000090.wav,fan,id_00,abnormal,1399.6536692615116,-7.341182,0.37471107,117.1875,0.047692442092651756
00000091.wav,fan,id_00,abnormal,1002.8755911057201,-7.925308,0.5093139,156.25,0.0394899410942492
00000092.wav,fan,id_00,abnormal,957.9123599767382,-7.7096906,0.55136794,110.29411764705883,0.0345603284744409
00000093.wav,fan,id_00,abnormal,1106.9577259189366,-8.255119,0.385912,117.1875,0.0413666258985623
00000094.wav,fan,id_00,abnormal,801.0145211490012,-8.016349,0.49876472,144.23076923076923,0.030800718849840255
00000095.wav,fan,id_00,abnormal,1512.2574661056835,-7.306265,0.556033,78.125,0.058164748901757185
00000096.wav,fan,id_00,abnormal,806.908977915835,-7.9471664,0.53905094,144.23076923076923,0.02832811251996805
00000097.wav,fan,id_00,abnormal,1151.776850880859,-7.544948,0.40246937,89.28571428571429,0.041948507388178916
00000098.wav,fan,id_00,abnormal,1057.760029554264,-8.057979,0.38773698,117.1875,0.041180985423322686
00000099.wav,fan,id_00,abnormal,938.0679422873139,-8.048311,0.504871,117.1875,0.034338807907348244
00000100.wav,fan,id_00,abnormal,1017.499933362086,-7.890318,0.4236948,117.1875,0.03476936900958467
00000101.wav,fan,id_00,abnormal,1093.2044627075868,-7.962057,0.42650583,144.23076923076923,0.03914206020367412
00000102.wav,fan,id_00,abnormal,954.6685072220388,-7.806542,0.5276308,117.1875,0.032703923722044725
00000103.wav,fan,id_00,abnormal,885.1641043394072,-8.242425,0.4843893,110.29411764705883,0.03202688198881789
00000104.wav,fan,id_00,abnormal,1052.2959263327962,-7.8743243,0.40501335,133.92857142857142,0.038733339157348244
00000105.wav,fan,id_00,abnormal,944.4925429194386,-7.9815097,0.52250564,125.0,0.03260408346645367
00000106.wav,fan,id_00,abnormal,1065.6215672224537,-7.6347394,0.5668491,104.16666666666667,0.03396284694488818
00000107.wav,fan,id_00,abnormal,1173.69684277985,-8.184741,0.4291384,125.0,0.04406387280351438
00000108.wav,fan,id_00,abnormal,1003.5634207843578,-7.9840517,0.5512651,104.16666666666667,0.033111084764377
00000109.wav,fan,id_00,abnormal,679.2950258511432,-8.591552,0.57501084,110.29411764705883,0.021370494708466452
00000110.wav,fan,id_00,abnormal,955.5194929706211,-7.9782696,0.52501744,125.0,0.03204716204073482
00000111.wav,fan,id_00,abnormal,931.9099848473604,-7.5746083,0.52297276,133.92857142857142,0.03332636531549521
00000112.wav,fan,id_00,abnormal,1724.2117841556549,-7.2758584,0.5331691,133.92857142857142,0.06679625099840256
00000113.wav,fan,id_00,abnormal,997.4487506610367,-7.874225,0.51877147,89.28571428571429,0.034772489017571885
00000114.wav,fan,id_00,abnormal,855.1692719894462,-7.994723,0.52297217,110.29411764705883,0.03165872104632588
00000115.wav,fan,id_00,abnormal,1073.1127812488073,-7.885336,0.42145503,104.16666666666667,0.04121062549920128
00000116.wav,fan,id_00,abnormal,1040.308684084378,-7.920866,0.40362427,117.1875,0.0393979008586262
00000117.wav,fan,id_00,abnormal,1356.4046225631482,-7.335452,0.49235502,170.45454545454547,0.0406349840255591
00000118.wav,fan,id_00,abnormal,867.1694017746296,-8.160602,0.5168345,133.92857142857142,0.03566637130591054
00000119.wav,fan,id_00,abnormal,1108.9793295519178,-8.329983,0.2968433,187.5,0.04162870656948882
00000120.wav,fan,id_00,abnormal,821.8885328695209,-7.824366,0.5300283,133.92857142857142,0.030044116912939296
00000121.wav,fan,id_00,abnormal,1244.3178981205235,-7.535342,0.5050523,110.29411764705883,0.05251597444089457
00000122.wav,fan,id_00,abnormal,1039.3812888116727,-8.089431,0.3888639,117.1875,0.037678776457667734
00000123.wav,fan,id_00,abnormal,1137.3026196878366,-7.741261,0.54286337,156.25,0.03689253444488818
00000124.wav,fan,id_00,abnormal,1244.124677321402,-7.166088,0.5043436,93.75,0.03954142122603834
00000125.wav,fan,id_00,abnormal,1124.7096715052633,-7.745507,0.51154906,117.1875,0.03641673322683706
00000126.wav,fan,id_00,abnormal,962.0067195660147,-7.6346784,0.5390055,133.92857142857142,0.03198788188897764
00000127.wav,fan,id_00,abnormal,1165.4496659084573,-7.5095873,0.5013426,133.92857142857142,0.04004530251597444
00000128.wav,fan,id_00,abnormal,801.7160434373029,-8.481762,0.52417845,144.23076923076923,0.034624288638178916
00000129.wav,fan,id_00,abnormal,959.1983072485291,-7.835487,0.5136842,98.6842105263158,0.03373820636980831
00000130.wav,fan,id_00,abnormal,1004.9358614342441,-7.8647203,0.38176757,144.23076923076923,0.02869159345047923
00000131.wav,fan,id_00,abnormal,776.8787938581695,-7.754846,0.43687326,117.1875,0.022161416733226837
00000132.wav,fan,id_00,abnormal,1436.7259297431658,-6.861864,0.4467511,133.92857142857142,0.031991001896964855
00000133.wav,fan,id_00,abnormal,1012.820169174356,-7.103399,0.39118558,117.1875,0.027451390275559106
00000134.wav,fan,id_00,abnormal,778.6503145711806,-7.7111773,0.4568219,144.23076923076923,0.02119109424920128
00000135.wav,fan,id_00,abnormal,1852.0728389348599,-6.686309,0.46546876,133.92857142857142,0.05408221845047923
00000136.wav,fan,id_00,abnormal,702.0902203181718,-7.6633506,0.48392618,125.0,0.0203096919928115
00000137.wav,fan,id_00,abnormal,676.8244167266959,-7.930882,0.48018196,81.52173913043478,0.0177762455071885
00000138.wav,fan,id_00,abnormal,861.2216571751211,-7.212167,0.48136303,125.0,0.02425962210463259
00000139.wav,fan,id_00,abnormal,1921.3855832480917,-6.8646765,0.47442126,104.16666666666667,0.061707517971246004
00000140.wav,fan,id_00,abnormal,1836.1301906335189,-6.8523355,0.47860885,117.1875,0.054846620407348244
00000141.wav,fan,id_00,abnormal,805.0029005171385,-7.9711943,0.47344548,125.0,0.023805660942492014
00000142.wav,fan,id_00,abnormal,1511.8892112283847,-6.7488623,0.4772269,104.16666666666667,0.046360198682108625
00000143.wav,fan,id_00,abnormal,1077.920554828235,-7.589666,0.40907514,98.6842105263158,0.031070599540734826
00000144.wav,fan,id_00,abnormal,806.6258067859351,-7.905526,0.47463492,133.92857142857142,0.024293942192492014
00000145.wav,fan,id_00,abnormal,972.7064987614408,-7.504327,0.34333217,98.6842105263158,0.02880859375
00000146.wav,fan,id_00,abnormal,875.137281731586,-7.5318875,0.48011103,98.6842105263158,0.022485897563897763
00000147.wav,fan,id_00,abnormal,965.4365652896975,-7.493404,0.51606065,144.23076923076923,0.02287433855830671
00000148.wav,fan,id_00,abnormal,908.076062723148,-7.481912,0.4746474,133.92857142857142,0.024952263877795526
00000149.wav,fan,id_00,abnormal,1383.6343646205935,-6.9835052,0.48885667,110.29411764705883,0.040934504792332266
00000150.wav,fan,id_00,abnormal,1082.5830015200693,-7.2399206,0.43010125,98.6842105263158,0.02843731279952077
00000151.wav,fan,id_00,abnormal,979.9883089769887,-7.434691,0.37476432,144.23076923076923,0.024375062400159745
00000152.wav,fan,id_00,abnormal,1291.1738147084159,-6.6224275,0.46051484,144.23076923076923,0.030934879193290736
00000153.wav,fan,id_00,abnormal,915.4561812797972,-10.91257,0.48748046,98.6842105263158,0.04073794428913738
00000154.wav,fan,id_00,abnormal,1045.1934967319476,-10.516068,0.49093446,110.29411764705883,0.04674551966853035
00000155.wav,fan,id_00,abnormal,1005.9302223019704,-10.112383,0.5401782,110.29411764705883,0.048289923622204474
00000156.wav,fan,id_00,abnormal,1159.739070961955,-9.975851,0.43558237,117.1875,0.0737148687100639
00000157.wav,fan,id_00,abnormal,1598.7651875540212,-9.173403,0.6046484,117.1875,0.08067404652555911
00000158.wav,fan,id_00,abnormal,1350.9486868373601,-10.706153,0.35539043,133.92857142857142,0.0826708516373802
00000159.wav,fan,id_00,abnormal,1513.5225007841605,-10.47406,0.35071874,125.0,0.08127308805910544
00000160.wav,fan,id_00,abnormal,1124.1885377021663,-10.429932,0.5166544,110.29411764705883,0.06385720347444089
00000161.wav,fan,id_00,abnormal,1981.1468343445576,-10.293646,0.6471535,156.25,0.14638297474041534
00000162.wav,fan,id_00,abnormal,1157.8817496293777,-10.141712,0.5653764,117.1875,0.06240015974440895
00000163.wav,fan,id_00,abnormal,973.5022289388145,-10.534442,0.5573077,144.23076923076923,0.049274286142172524
00000164.wav,fan,id_00,abnormal,918.8417509454575,-10.279793,0.5074459,144.23076923076923,0.0317070811701278
00000165.wav,fan,id_00,abnormal,1129.3077045097625,-10.038614,0.54935116,125.0,0.06015219398961661
00000166.wav,fan,id_00,abnormal,1688.7243420152297,-9.997901,0.63834393,117.1875,0.11052160293530351
00000167.wav,fan,id_00,abnormal,1377.8107251520041,-10.631593,0.3508341,144.23076923076923,0.08059136631389777
00000168.wav,fan,id_00,abnormal,1013.8377409706281,-9.769495,0.5855277,110.29411764705883,0.05253781449680511
00000169.wav,fan,id_00,abnormal,1016.7258775562034,-10.409958,0.5662261,110.29411764705883,0.05553770217651757
00000170.wav,fan,id_00,abnormal,1177.4339423678837,-10.175964,0.4702233,78.125,0.07350426817092652
00000171.wav,fan,id_00,abnormal,1077.1677897662234,-9.805317,0.61267275,104.16666666666667,0.05280613518370607
00000172.wav,fan,id_00,abnormal,1035.005438227817,-10.423036,0.5251743,125.0,0.055979183306709264
00000173.wav,fan,id_00,abnormal,1355.365904646851,-10.500037,0.3751202,156.25,0.0801842052715655
00000174.wav,fan,id_00,abnormal,1089.5162563797264,-10.318894,0.49571365,110.29411764705883,0.057525147264377
00000175.wav,fan,id_00,abnormal,899.3628791881964,-9.878855,0.51979524,93.75,0.037817616813099045
00000176.wav,fan,id_00,abnormal,1017.5206544726344,-10.096383,0.49745515,133.92857142857142,0.052065133286741214
00000177.wav,fan,id_00,abnormal,1831.291606357863,-10.281538,0.63294464,125.0,0.13529602635782748
00000178.wav,fan,id_00,abnormal,1004.0786631588531,-10.595579,0.57551557,110.29411764705883,0.05755166733226837
00000179.wav,fan,id_00,abnormal,1324.5257021446553,-11.341083,0.33000833,144.23076923076923,0.07999076477635783
00000180.wav,fan,id_00,abnormal,1030.3748941828028,-10.3181925,0.53332293,125.0,0.055543942192492014
00000181.wav,fan,id_00,abnormal,1080.7949185950129,-10.477995,0.47428444,133.92857142857142,0.05868735023961661
00000182.wav,fan,id_00,abnormal,1714.1110717264226,-9.903386,0.5900658,144.23076923076923,0.09573900509185304
00000183.wav,fan,id_00,abnormal,1421.5911997657015,-10.865595,0.23627509,104.16666666666667,0.08694994259185304
00000184.wav,fan,id_00,abnormal,1635.48163713314,-9.494864,0.5090709,125.0,0.1074062749600639
00000185.wav,fan,id_00,abnormal,1735.6990361062442,-10.731248,0.5519802,117.1875,0.13232577875399362
00000186.wav,fan,id_00,abnormal,867.8040941886454,-9.9822855,0.5493402,144.23076923076923,0.036995494708466456
00000187.wav,fan,id_00,abnormal,1988.8322137992716,-10.735103,0.59317255,104.16666666666667,0.1361680685902556
00000188.wav,fan,id_00,abnormal,1082.9175822696188,-10.229412,0.5284654,104.16666666666667,0.05782310802715655
00000189.wav,fan,id_00,abnormal,1477.0236981523537,-10.484383,0.44651285,117.1875,0.06936869758386581
00000190.wav,fan,id_00,abnormal,1178.9085074580155,-10.093242,0.58086246,98.6842105263158,0.0635077625798722
00000191.wav,fan,id_00,abnormal,1208.312115033949,-10.220138,0.50279105,144.23076923076923,0.06323164187300319
00000192.wav,fan,id_00,abnormal,956.5295715345375,-11.100251,0.43058732,104.16666666666667,0.04395779253194888
00000193.wav,fan,id_00,abnormal,1092.8163238524398,-10.31882,0.4833775,98.6842105263158,0.057302066693290736
00000194.wav,fan,id_00,abnormal,1513.5929233104532,-9.872404,0.6387601,93.75,0.09483108276757188
00000195.wav,fan,id_00,abnormal,1142.7306222396617,-10.063015,0.5425302,110.29411764705883,0.06287752096645367
00000196.wav,fan,id_00,abnormal,1342.4396391007388,-10.796875,0.27701128,93.75,0.07967564396964856
00000197.wav,fan,id_00,abnormal,1299.0029135832233,-10.727582,0.3099104,133.92857142857142,0.07473979133386581
00000198.wav,fan,id_00,abnormal,861.479756876006,-10.065788,0.5677207,117.1875,0.03632625299520767
00000199.wav,fan,id_00,abnormal,1095.0787631527887,-9.990725,0.5734281,156.25,0.05725370656948882
00000200.wav,fan,id_00,abnormal,1056.1472929453264,-9.906095,0.5746957,93.75,0.05815226886980831
00000201.wav,fan,id_00,abnormal,968.2380219661272,-10.192564,0.54296756,156.25,0.0427550294528754
00000202.wav,fan,id_00,abnormal,1751.042211604053,-10.132409,0.59349847,110.29411764705883,0.12597500249600638
00000203.wav,fan,id_00,abnormal,1113.0161960109215,-10.317311,0.57151306,125.0,0.061891598442492014
00000204.wav,fan,id_00,abnormal,1148.1923206399192,-10.211063,0.5373195,156.25,0.0652783671126198
00000205.wav,fan,id_00,abnormal,1263.3405637443066,-10.8188925,0.35099998,144.23076923076923,0.07627951527555911
00000206.wav,fan,id_00,abnormal,1167.0210427579746,-10.212309,0.5574605,187.5,0.06322540185702875
00000207.wav,fan,id_00,abnormal,1098.0354340486285,-10.230351,0.49202737,125.0,0.05913507138578275
00000208.wav,fan,id_00,abnormal,1077.2914819397777,-9.705749,0.61664623,93.75,0.05474210013977636
00000209.wav,fan,id_00,abnormal,1137.5824376473001,-10.133788,0.5544747,104.16666666666667,0.05886675069888179
00000210.wav,fan,id_00,abnormal,1149.7880852184226,-9.718391,0.56662005,104.16666666666667,0.06069663538338658
00000211.wav,fan,id_00,abnormal,1654.1170330795537,-10.052527,0.6059994,89.28571428571429,0.11683961910942492
00000212.wav,fan,id_00,abnormal,1138.5171077076075,-10.074557,0.56830376,144.23076923076923,0.058707630291533544
00000213.wav,fan,id_00,abnormal,1044.963997492363,-10.162589,0.5340724,89.28571428571429,0.05584970297523962
00000214.wav,fan,id_00,abnormal,1634.769985161128,-9.504726,0.6333424,110.29411764705883,0.09247547673722045
00000215.wav,fan,id_00,abnormal,966.3808064988938,-10.236601,0.48424158,98.6842105263158,0.0482322034744409
00000216.wav,fan,id_00,abnormal,1138.057766349616,-10.171795,0.50278515,125.0,0.06028167432108626
00000217.wav,fan,id_00,abnormal,1342.9885428058833,-10.609109,0.38246545,117.1875,0.06783833366613419
00000218.wav,fan,id_00,abnormal,1383.0677445632325,-10.510271,0.35943532,110.29411764705883,0.08139632837460063
00000219.wav,fan,id_00,abnormal,914.6985161641941,-9.863545,0.53395,104.16666666666667,0.04083934454872205
00000220.wav,fan,id_00,abnormal,1642.3192746640666,-9.58206,0.5796056,125.0,0.0882275858626198
00000221.wav,fan,id_00,abnormal,936.8334926927917,-10.142871,0.52234435,133.92857142857142,0.04254286890974441
00000222.wav,fan,id_00,abnormal,1268.1107476845934,-9.918711,0.3668272,125.0,0.07178982378194888
00000223.wav,fan,id_00,abnormal,890.4516529398967,-10.284989,0.5553319,117.1875,0.03981754193290735
00000224.wav,fan,id_00,abnormal,911.1594896480849,-9.589449,0.58486164,133.92857142857142,0.04168174670527156
00000225.wav,fan,id_00,abnormal,929.4042486537321,-10.023899,0.5327089,133.92857142857142,0.04107022513977636
00000226.wav,fan,id_00,abnormal,1126.9299056470911,-10.4795685,0.56963336,144.23076923076923,0.07020017971246006
00000227.wav,fan,id_00,abnormal,1106.4649184646457,-10.083049,0.5553062,125.0,0.06131595696884984
00000228.wav,fan,id_00,abnormal,1345.9476603417663,-10.59998,0.2949835,125.0,0.08237445087859425
00000229.wav,fan,id_00,abnormal,1072.7009905723348,-10.192526,0.4599581,133.92857142857142,0.056412864416932905
00000230.wav,fan,id_00,abnormal,1140.7335566721292,-10.180293,0.55678,144.23076923076923,0.0605780750798722
00000231.wav,fan,id_00,abnormal,1095.4743452977953,-10.196007,0.58613026,93.75,0.05389813797923323
00000232.wav,fan,id_00,abnormal,873.9376196606744,-9.821149,0.57249755,133.92857142857142,0.03834801817092652
00000233.wav,fan,id_00,abnormal,1034.96095029855,-10.691732,0.4031262,117.1875,0.04835700379392971
00000234.wav,fan,id_00,abnormal,1366.481968528672,-10.659781,0.3286893,117.1875,0.07995020467252396
00000235.wav,fan,id_00,abnormal,1028.3470453758914,-9.817454,0.55546,156.25,0.04971108726038339
00000236.wav,fan,id_00,abnormal,1120.5549942814632,-9.782611,0.6119114,133.92857142857142,0.053002695686900955
00000237.wav,fan,id_00,abnormal,1395.7820511972614,-10.591583,0.3646202,144.23076923076923,0.08024036541533547
00000238.wav,fan,id_00,abnormal,1591.711189658172,-10.49366,0.53138334,117.1875,0.09243335662939298
00000239.wav,fan,id_00,abnormal,1324.9022223452228,-10.530826,0.36238047,104.16666666666667,0.07091778154952076
00000240.wav,fan,id_00,abnormal,1217.0647027008276,-10.327883,0.49310353,156.25,0.048321123702076675
00000241.wav,fan,id_00,abnormal,1306.5627772109688,-10.569293,0.36020422,144.23076923076923,0.07546051317891374
00000242.wav,fan,id_00,abnormal,903.5736249066198,-10.18647,0.51275,104.16666666666667,0.03215636232028754
00000243.wav,fan,id_00,abnormal,1146.3677086316407,-9.876135,0.5705127,133.92857142857142,0.05891199081469649
00000244.wav,fan,id_00,abnormal,1347.981607499924,-10.444964,0.35590985,104.16666666666667,0.0815117686701278
00000245.wav,fan,id_00,abnormal,1978.5516608830233,-10.50383,0.69285953,110.29411764705883,0.16308437749600638
00000246.wav,fan,id_00,abnormal,1063.5385771240208,-9.830494,0.5756663,98.6842105263158,0.057504867212460065
00000247.wav,fan,id_00,abnormal,1026.6622519238088,-10.5027685,0.58275247,125.0,0.058186588957667734
00000248.wav,fan,id_00,abnormal,1851.245989360361,-9.656765,0.6017669,144.23076923076923,0.1265880840654952
00000249.wav,fan,id_00,abnormal,1405.5261230887122,-10.350328,0.37905073,117.1875,0.07067130091853036
00000250.wav,fan,id_00,abnormal,1017.4238151807152,-10.258743,0.5474367,117.1875,0.05711174620607029
